ORIGINAL_SCRIPT_WORD_INDEX,POSITIVE_MATCH,ORIGINAL_SCRIPT_WORD,LOWERCASE,SPACY_ORTH_ID,SCENE,CHARACTER,ANGER,ANTICIPATION,DISGUST,FEAR,JOY,SADNESS,SURPRISE,TRUST,NEGATIVE,POSITIVE,SCRIPT_SECTION
1418,2,go,go,706,52,FINN,0,0,0,0,0,0,0,0,0,0,71
1419,1,back,back,767,52,FINN,0,0,0,0,0,0,0,0,0,0,71
1420,1,to,to,504,52,FINN,0,0,0,0,0,0,0,0,0,0,72
1421,0,jakku,jakku,776983,52,FINN,0,0,0,0,0,0,0,0,0,0,72
1422,0,",",",",450,52,FINN,0,0,0,0,0,0,0,0,0,0,72
1423,0,we,we,601,52,FINN,0,0,0,0,0,0,0,0,0,0,72
1424,0,die,die,1624,52,FINN,0,0,0,1,0,1,0,0,1,0,72
1425,0,!,!,558,52,FINN,0,0,0,0,0,0,0,0,0,0,72
1426,0,that,that,514,52,POE,0,0,0,0,0,0,0,0,0,0,72
1427,2,droid,droid,777001,52,POE,0,0,0,0,0,0,0,0,0,0,72
1428,3,'s,'s,525,52,POE,0,0,0,0,0,0,0,0,0,0,72
1429,5,got,got,776,52,POE,0,0,0,0,0,0,0,0,0,0,72
1430,12,a,a,506,52,POE,0,0,0,0,0,0,0,0,0,0,72
1431,12,map,map,3637,52,POE,0,0,0,0,0,0,0,0,0,0,72
1432,12,that,that,514,52,POE,0,0,0,0,0,0,0,0,0,0,72
1433,12,leads,leads,3405,52,POE,0,0,0,0,0,0,0,0,0,0,72
1434,10,straight,straight,2027,52,POE,0,0,0,0,0,0,0,0,0,0,72
1435,9,to,to,504,52,POE,0,0,0,0,0,0,0,0,0,0,72
1436,0,luke,luke,247182,52,POE,0,0,0,0,0,0,0,0,0,0,72
1437,0,skywalker,skywalker,303039,52,POE,0,0,0,0,0,0,0,0,0,0,72
1438,0,!,!,558,52,POE,0,0,0,0,0,0,0,0,0,0,72
1439,3,oh,oh,946,52,FINN,0,0,0,0,0,0,0,0,0,0,72
1440,4,",",",",450,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1441,16,you,you,520,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1442,16,got,got,776,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1443,16,ta,ta,218222,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1444,16,be,be,536,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1445,16,kidding,kidding,3393,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1446,15,me,me,612,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1447,4,!,!,558,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1448,0,!,!,558,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1449,0,!,!,558,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1450,0,i--,i--,777018,52,FINN,0,0,0,0,0,0,0,0,0,0,73
1451,0,fn-2187,fn-2187,776991,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1452,2,reported,reported,3726,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1453,2,to,to,504,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1454,2,my,my,588,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1455,2,division,division,6061,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1456,2,",",",",450,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1457,2,was,was,551,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1458,2,evaluated,evaluated,254438,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1459,1,and,and,512,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,73
1460,1,sent,sent,2341,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1461,1,to,to,504,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1462,0,reconditioning,reconditioning,93129,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1463,0,0,0,453,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1464,5,no,no,625,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1465,5,prior,prior,4045,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1466,5,signs,signs,3245,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1467,5,of,of,510,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1468,5,non,non,1137,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1469,5,-,-,535,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1470,5,conformity,conformity,169979,54,GENERAL HUX,0,0,0,0,0,0,0,1,0,0,74
1471,5,?,?,533,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,74
1472,4,this,this,552,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1473,4,was,was,551,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1474,4,his,his,553,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1475,4,first,first,774,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1476,4,offense,offense,5014,54,CAPTAIN PHASMA,1,0,1,1,0,1,0,0,1,0,74
1477,4,0,0,453,54,CAPTAIN PHASMA,0,0,0,0,0,0,0,0,0,0,74
1478,0,general,general,1451,54,TECHNICIAN #1,0,0,0,0,0,0,0,1,0,1,74
1479,0,0,0,453,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,74
1480,0,they,they,554,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1481,0,'ve,'ve,689,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1482,0,been,been,666,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1483,0,hit,hit,869,54,TECHNICIAN #1,1,0,0,0,0,0,0,0,1,0,75
1484,0,0,0,453,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1485,0,,destroyed,3789,54,GENERAL HUX,1,0,0,1,0,1,0,0,1,0,75
1486,0,?,?,533,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,75
1487,4,disabled,disabled,7150,54,TECHNICIAN #1,0,0,0,1,0,1,0,0,1,0,75
1488,9,0,0,453,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1489,9,they,they,554,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1490,9,were,were,651,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1491,9,headed,headed,5456,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1492,9,back,back,767,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1493,9,to,to,504,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1494,0,jakku,jakku,776983,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1495,0,--,--,1027,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1496,1,the,the,501,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1497,1,fighter,fighter,9024,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1498,1,'s,'s,525,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1499,1,projected,projected,320988,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,75
1500,1,to,to,504,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,76
1501,1,crash,crash,2987,54,TECHNICIAN #1,0,0,0,1,0,1,1,0,1,0,76
1502,1,in,in,522,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,76
1503,1,the,the,501,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,76
1504,0,goazon,goazon,777020,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,76
1505,0,badlands,badlands,94058,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,76
1506,0,0,0,453,54,TECHNICIAN #1,0,0,0,0,0,0,0,0,0,0,76
1507,7,they,they,554,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1508,7,were,were,651,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1509,7,going,going,693,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1510,7,back,back,767,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1511,7,for,for,531,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1512,7,the,the,501,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1513,6,droid,droid,777001,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1514,0,--,--,1027,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1515,8,send,send,1919,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1516,8,a,a,506,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1517,8,squad,squad,570130,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1518,8,to,to,504,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1519,8,the,the,501,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,76
1520,8,wreckage,wreckage,283258,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,77
1521,7,0,0,453,54,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,77
1522,0,poe,poe,32401,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1523,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1524,0,poe,poe,32401,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1525,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1526,0,poe,poe,32401,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1527,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1528,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1529,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1530,0,poe,poe,32401,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1531,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1532,0,poe,poe,32401,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1533,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1534,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1535,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1536,0,poe,poe,32401,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1537,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1538,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1539,0,!,!,558,55,FINN,0,0,0,0,0,0,0,0,0,0,77
1540,0,supreme,supreme,4705,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,1,78
1541,0,leader,leader,2802,59,GENERAL HUX,0,0,0,0,0,0,0,1,0,1,78
1542,0,snoke,snoke,777023,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1543,5,was,was,551,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1544,5,explicit,explicit,7521,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1545,5,0,0,453,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1546,8,capture,capture,7485,59,GENERAL HUX,0,0,0,0,0,0,0,0,1,0,78
1547,10,the,the,501,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1548,10,droid,droid,777001,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1549,12,if,if,583,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1550,11,we,we,601,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1551,13,can,can,586,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1552,12,",",",",450,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1553,14,but,but,559,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1554,14,destroy,destroy,3106,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1555,13,it,it,519,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1556,13,if,if,583,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1557,11,we,we,601,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1558,10,must,must,980,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1559,7,0,0,453,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,78
1560,12,how,how,645,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1561,12,capable,capable,3147,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1562,12,are,are,534,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1563,12,your,your,579,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1564,12,soldiers,soldiers,3920,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1565,12,",",",",450,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1566,12,general,general,1451,59,KYLO REN,0,0,0,0,0,0,0,1,0,1,79
1567,12,?,?,533,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1568,6,i,i,509,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1569,6,wo,wo,1006,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1570,6,n't,n't,528,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1571,8,have,have,539,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1572,8,you,you,520,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1573,8,question,question,993,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,1,79
1574,8,my,my,588,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1575,8,methods,methods,3584,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1576,7,0,0,453,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,79
1577,5,they,they,554,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1578,5,'re,'re,628,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1579,14,obviously,obviously,1568,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,79
1580,14,skilled,skilled,251744,59,KYLO REN,0,0,0,0,0,0,0,0,0,1,80
1581,14,at,at,584,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1582,15,committing,committing,7452,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1583,15,high,high,999,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1584,15,treason,treason,9222,59,KYLO REN,1,0,1,1,0,0,1,0,1,0,80
1585,13,0,0,453,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1586,8,perhaps,perhaps,1665,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1587,6,leader,leader,2802,59,KYLO REN,0,0,0,0,0,0,0,1,0,1,80
1588,0,snoke,snoke,777023,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1589,18,should,should,650,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1590,18,consider,consider,1472,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1591,18,using,using,929,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1592,18,a,a,506,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1593,18,clone,clone,8906,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1594,18,army,army,3569,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1595,11,0,0,453,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,80
1596,1,my,my,588,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,80
1597,1,men,men,1155,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,80
1598,1,are,are,534,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,80
1599,1,exceptionally,exceptionally,171038,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,80
1600,1,trained,trained,4665,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1601,1,--,--,1027,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1602,0,programmed,programmed,364507,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1603,0,from,from,595,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1604,0,birth--,birth--,777024,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1605,14,then,then,662,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1606,14,they,they,554,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1607,15,should,should,650,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1608,15,have,have,539,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1609,15,no,no,625,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1610,15,problem,problem,832,59,KYLO REN,0,0,0,1,0,1,0,0,1,0,81
1611,14,retrieving,retrieving,278016,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1612,14,the,the,501,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1613,13,droid,droid,777001,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1614,9,0,0,453,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1615,0,unharmed,unharmed,138871,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1616,0,0,0,453,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,81
1617,0,careful,careful,4007,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,1,81
1618,0,",",",",450,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1619,0,ren,ren,1242,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,81
1620,1,0,0,453,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1621,1,that,that,514,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1622,1,your,your,579,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1623,1,"""","""",524,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1624,1,personal,personal,1499,59,GENERAL HUX,0,0,0,0,0,0,0,1,0,0,82
1625,1,interests,interests,2687,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1626,2,"""","""",524,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1627,24,not,not,538,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1628,24,interfere,interfere,480935,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1629,24,with,with,548,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1630,24,orders,orders,4567,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1631,24,from,from,595,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1632,24,leader,leader,2802,59,GENERAL HUX,0,0,0,0,0,0,0,1,0,1,82
1633,1,snoke,snoke,777023,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1634,4,0,0,453,59,GENERAL HUX,0,0,0,0,0,0,0,0,0,0,82
1635,14,i,i,509,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,82
1636,14,want,want,690,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,82
1637,14,that,that,514,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,82
1638,14,map,map,3637,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,82
1639,23,0,0,453,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,82
1640,32,for,for,531,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1641,32,your,your,579,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1642,32,sake,sake,3282,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1643,31,",",",",450,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1644,34,i,i,509,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1645,31,suggest,suggest,2052,59,KYLO REN,0,0,0,0,0,0,0,1,0,0,83
1646,30,you,you,520,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1647,21,get,get,618,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1648,20,it,it,519,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1649,18,0,0,453,59,KYLO REN,0,0,0,0,0,0,0,0,0,0,83
1650,0,,water,1334,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1651,0,,...,569,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1652,0,,water,1334,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1653,0,,...,569,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1654,0,,water,1334,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1655,0,..,..,927,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1656,0,--,--,1027,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1657,0,awgh,awgh,777027,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1658,0,",",",",450,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1659,0,gah,gah,71188,60,FINN,0,0,0,0,0,0,0,0,0,0,83
1660,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1661,0,,who,617,60,REY,0,0,0,0,0,0,0,0,0,0,84
1662,0,,?,533,60,REY,0,0,0,0,0,0,0,0,0,0,84
1663,0,,him,737,60,REY,0,0,0,0,0,0,0,0,0,0,84
1664,0,?,?,533,60,REY,0,0,0,0,0,0,0,0,0,0,84
1665,5,what,what,594,60,REY,0,0,0,0,0,0,0,0,0,0,84
1666,5,'s,'s,525,60,REY,0,0,0,0,0,0,0,0,0,0,84
1667,5,your,your,579,60,REY,0,0,0,0,0,0,0,0,0,0,84
1668,5,hurry,hurry,226937,60,REY,0,1,0,0,0,0,0,0,0,0,84
1669,5,",",",",450,60,REY,0,0,0,0,0,0,0,0,0,0,84
1670,5,thief,thief,486274,60,REY,1,0,1,1,0,1,1,0,1,0,84
1671,4,?,?,533,60,REY,0,0,0,0,0,0,0,0,0,0,84
1672,0,what--,what--,777002,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1673,0,,?,533,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1674,0,,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1675,0,,thief,486274,60,FINN,1,0,1,1,0,1,1,0,1,0,84
1676,0,,?,533,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1677,0,ow,ow,679403,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1678,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1679,0,hey,hey,555,60,FINN,0,0,0,0,0,0,0,0,0,0,84
1680,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1681,0,what,what,594,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1682,0,?,?,533,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1683,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1684,1,the,the,501,60,REY,0,0,0,0,0,0,0,0,0,0,85
1685,1,jacket,jacket,468566,60,REY,0,0,0,0,0,0,0,0,0,0,85
1686,2,!,!,558,60,REY,0,0,0,0,0,0,0,0,0,0,85
1687,9,this,this,552,60,REY,0,0,0,0,0,0,0,0,0,0,85
1688,9,droid,droid,777001,60,REY,0,0,0,0,0,0,0,0,0,0,85
1689,9,says,says,1053,60,REY,0,0,0,0,0,0,0,0,0,0,85
1690,9,you,you,520,60,REY,0,0,0,0,0,0,0,0,0,0,85
1691,9,stole,stole,4873,60,REY,0,0,0,0,0,0,0,0,0,0,85
1692,8,it,it,519,60,REY,0,0,0,0,0,0,0,0,0,0,85
1693,2,!,!,558,60,REY,0,0,0,0,0,0,0,0,0,0,85
1694,4,i,i,509,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1695,4,'ve,'ve,689,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1696,11,had,had,663,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1697,11,a,a,506,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1698,11,pretty,pretty,795,60,FINN,0,1,0,0,1,0,0,1,0,1,85
1699,11,messed,messed,6519,60,FINN,0,0,0,0,0,0,0,0,0,0,85
1700,11,up,up,606,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1701,10,day,day,838,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1702,8,",",",",450,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1703,3,alright,alright,5832,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1704,3,?,?,533,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1705,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1706,0,so,so,599,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1707,0,i,i,509,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1708,0,'d,'d,736,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1709,0,appreciate,appreciate,3090,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1710,0,it,it,519,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1711,0,you,you,520,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1712,0,stop,stop,1048,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1713,0,accusing,accusing,8383,60,FINN,1,0,0,1,0,0,0,0,1,0,86
1714,0,me,me,612,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1715,0,,--,1027,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1716,0,,ow,679403,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1717,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1718,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1719,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,86
1720,0,stop,stop,1048,60,FINN,0,0,0,0,0,0,0,0,0,0,87
1721,0,it,it,519,60,FINN,0,0,0,0,0,0,0,0,0,0,87
1722,0,!,!,558,60,FINN,0,0,0,0,0,0,0,0,0,0,87
1723,3,where,where,752,60,REY,0,0,0,0,0,0,0,0,0,0,87
1724,3,'d,'d,736,60,REY,0,0,0,0,0,0,0,0,0,0,87
1725,8,you,you,520,60,REY,0,0,0,0,0,0,0,0,0,0,87
1726,8,get,get,618,60,REY,0,0,0,0,0,0,0,0,0,0,87
1727,8,it,it,519,60,REY,0,0,0,0,0,0,0,0,0,0,87
1728,8,?,?,533,60,REY,0,0,0,0,0,0,0,0,0,0,87
1729,8,it,it,519,60,REY,0,0,0,0,0,0,0,0,0,0,87
1730,8,belongs,belongs,5006,60,REY,0,0,0,0,0,0,0,0,0,0,87
1731,8,to,to,504,60,REY,0,0,0,0,0,0,0,0,0,0,87
1732,7,his,his,553,60,REY,0,0,0,0,0,0,0,0,0,0,87
1733,7,master,master,4841,60,REY,0,0,0,0,0,0,0,0,0,1,87
1734,7,0,0,453,60,REY,0,0,0,0,0,0,0,0,0,0,87
1735,1,it,it,519,60,FINN,0,0,0,0,0,0,0,0,0,0,87
1736,0,belonged,belonged,198424,60,FINN,0,0,0,0,0,0,0,0,0,0,87
1737,0,to,to,504,60,FINN,0,0,0,0,0,0,0,0,0,0,87
1738,0,poe,poe,32401,60,FINN,0,0,0,0,0,0,0,0,0,0,87
